NAME,AGE,GENDER,SSN,BLOOD GROUP,RELIGION,SALARY,DISEASES,STATE,PINCODE
TITUS,55,F,1026,B-,MUSLIM,213073,SMALL POX,KERALA,691312
ELLIOTT,53,F,1432,AB-,CHRISTIAN,224046,SWINE FLU,ANDHRA PRADESH,515144
SALMAN,36,M,1640,AB-,SIKH,223054,ARTHRITIS,JAMMU & KASHMIR,192302
FINAN,44,M,1867,B+,MUSLIM,206184,INFLUENZA,ANDHRA PRADESH,524316
ROBERT-GORDON,45,M,1152,A-,HINDU,219372,TYPHOID,HIMACHAL PRADESH,174028
DENNY,36,F,1272,B-,CHRISTIAN,225865,ASTHMA,HIMACHAL PRADESH,174031
AMAAN,17,F,1958,B+,MUSLIM,206685,HEART ATTACK,ANDHRA PRADESH,535216
DEREK,85,M,1811,B+,MUSLIM,209259,HYPERTENSION,BIHAR,803120
FEZAAN,44,F,1180,B+,HINDU,221807,CANCER,ANDHRA PRADESH,533294
ABDUL-REHMAN,20,F,1221,A-,HINDU,227829,TETANUS,KERALA,695522
TITUS,51,F,1754,A-,HINDU,214457,EBOLA,ANDHRA PRADESH,515722
CORIN,21,F,1210,O-,HINDU,207600,MEASLES,ASSAM,786003
TIAN,27,M,1796,B+,HINDU,204153,BRAIN TUMOUR,ANDHRA PRADESH,524002
ANIR,31,M,1234,O+,SIKH,227770,RABIES,PUNJAB,144404
COLBY,15,F,1965,A-,CHRISTIAN,206827,ASTHMA,JHARKHAND,829110
TAEGAN,78,M,1939,B-,SIKH,230807,HYPERTENSION,MAHARASHTRA,422010
RYLAY,45,F,1088,O+,SIKH,222015,JAUNDICE,BIHAR,843128
GALLAGHER,90,M,1679,B-,CHRISTIAN,205716,JAUNDICE,PUNJAB,152032
RILEY,88,M,1266,A+,HINDU,217905,MALARIA,ANDHRA PRADESH,518165
YANN,88,F,1542,AB-,SIKH,214861,ARTHRITIS,ANDHRA PRADESH,515787
JAYKE,33,F,1362,AB+,CHRISTIAN,203388,RABIES,ANDHRA PRADESH,523109
JASIM,23,F,1615,AB-,HINDU,204528,SMALL POX,ANDHRA PRADESH,535270
ALVIN,80,M,1770,AB-,SIKH,213670,HEPATITIS,ANDHRA PRADESH,523225
ANTON,64,M,1851,AB+,MUSLIM,203555,SMALL POX,ANDHRA PRADESH,533107
FYNN,74,M,1096,A+,CHRISTIAN,218084,TETANUS,UTTAR PRADESH,284405
FRAZER,40,F,1590,AB-,CHRISTIAN,222037,AIDS,ASSAM,786007
JESUSEUN,64,F,1354,A+,SIKH,201430,ARTHRITIS,ASSAM,788127
TEOS,32,F,1449,A-,CHRISTIAN,219463,INFLUENZA,MAHARASHTRA,421308
VINCENZO,49,M,1673,AB-,CHRISTIAN,227759,MEASLES,HIMACHAL PRADESH,175036
JAI-RAJARAM,55,M,1626,AB+,CHRISTIAN,218546,CHOLERA,HARYANA,125102
ELLISANDRO,69,F,1033,A+,MUSLIM,220944,RABIES,HARYANA,121102
ARCHIE,65,M,1790,B+,SIKH,228406,TYPHOID,JHARKHAND,825409
EXODI,72,F,1501,A+,CHRISTIAN,203017,MEASLES,ANDHRA PRADESH,523241
DAN,21,F,1984,B-,MUSLIM,231857,DIARRHEA,HIMACHAL PRADESH,173029
DEAN,44,F,1445,O-,SIKH,218077,CHICKEN POX,HIMACHAL PRADESH,176315
TODD,77,F,1232,B-,SIKH,228609,EBOLA,UTTAR PRADESH,271201
ALEKSANDR,17,F,1313,B-,HINDU,211397,HEPATITIS,HIMACHAL PRADESH,175012
SEAMAS,49,F,1497,A+,SIKH,202386,INFLUENZA,UTTAR PRADESH,285001
ZHEN,49,M,1776,A+,HINDU,200831,CHOLERA,UTTAR PRADESH,273209
SAAD,57,F,1308,A-,HINDU,213216,HEART ATTACK,SIKKIM,737113
AIDEN-VEE,31,M,1394,AB+,CHRISTIAN,220236,CANCER,ANDHRA PRADESH,532215
ALPHONSE,75,F,1717,B-,HINDU,203947,DIABETES,ANDHRA PRADESH,534315
TYREE,19,F,1246,AB+,CHRISTIAN,211119,ARTHRITIS,HIMACHAL PRADESH,176311
ALESSANDRO,33,F,1639,O+,MUSLIM,214927,MEASLES,ANDHRA PRADESH,535204
DERRY,92,M,1385,B+,HINDU,229859,RABIES,BIHAR,845459
DEVIN,57,F,1527,AB+,SIKH,201314,TYPHOID,HIMACHAL PRADESH,175003
JOHNJAY,43,M,1074,AB+,HINDU,211619,TETANUS,UTTAR PRADESH,262901
JACKSON,21,M,1538,A+,MUSLIM,222376,BRAIN TUMOUR,KARNATAKA,586201
FELIX,76,M,1479,O-,MUSLIM,224774,CHICKEN POX,KERALA,673122
JAE,40,M,1931,O+,SIKH,225537,INFLUENZA,ASSAM,786103
QASIM,29,F,1000,B+,MUSLIM,205049,CHICKEN POX,WEST BENGAL,712409
FYNN,20,F,1602,A+,MUSLIM,226435,HYPERTENSION,ANDHRA PRADESH,523327
JAZ,18,M,1442,A-,MUSLIM,218785,DIARRHEA,ASSAM,786621
DARREL,69,F,1717,AB+,MUSLIM,209711,HEART ATTACK,UTTAR PRADESH,285202
ZACHARY,63,M,1908,O+,SIKH,225552,HEPATITIS,HIMACHAL PRADESH,176049
DEDENISEOLUWA,71,M,1496,O-,SIKH,203729,HYPERTENSION,BIHAR,821304
XAVIER,81,F,1808,A-,CHRISTIAN,202430,ASTHMA,ANDHRA PRADESH,522017
WARKHAS,94,M,1915,B+,MUSLIM,204726,SMALL POX,ANDHRA PRADESH,524344
DAVID-LEE,41,M,1172,O-,MUSLIM,227918,INFLUENZA,JHARKHAND,825108
JAMEIL,49,F,1093,B-,CHRISTIAN,215275,EBOLA,HIMACHAL PRADESH,172115
SAYF,36,F,1202,A+,CHRISTIAN,202456,SWINE FLU,ANDHRA PRADESH,515870
SAHIL,20,F,1468,B+,MUSLIM,208522,ASTHMA,UTTAR PRADESH,209825
DHYIA,61,F,1194,O-,HINDU,230923,ARTHRITIS,PUNJAB,151505
ED,36,M,1314,B-,MUSLIM,224736,ARTHRITIS,HARYANA,126114
SAHBIAN,64,F,1627,B-,HINDU,219705,HYPERTENSION,HARYANA,125004
RUPERT,35,M,1361,A+,CHRISTIAN,213293,HEPATITIS,ANDHRA PRADESH,518523
SONNY,24,M,1366,O-,HINDU,200605,CANCER,GUJARAT,387305
UMER,54,F,1750,B-,HINDU,218814,DENGUE,TAMIL NADU,635109
DERMOT,57,M,1818,O+,SIKH,205467,HEPATITIS,ANDHRA PRADESH,535534
ARI,52,F,1557,B-,SIKH,202829,TYPHOID,HIMACHAL PRADESH,175142
AIDIAN,41,F,1451,B-,HINDU,219287,DIARRHEA,KERALA,679531
RODRIGO,84,M,1808,AB+,MUSLIM,201377,RABIES,ANDHRA PRADESH,521165
ARNAB,67,M,1701,AB+,CHRISTIAN,207655,CANCER,UTTAR PRADESH,209111
ARIA,65,F,1192,A+,SIKH,219966,HYPERTENSION,ANDHRA PRADESH,515571
CULLEN,80,F,1575,A+,CHRISTIAN,200365,BRAIN TUMOUR,ANDHRA PRADESH,531027
SEBASTIEN,55,M,1454,O-,SIKH,218459,ASTHMA,HIMACHAL PRADESH,175012
EOIN,59,M,1104,B-,MUSLIM,217111,CHOLERA,JHARKHAND,825101
DOMANIC,74,F,1346,O+,HINDU,203418,DIABETES,BIHAR,843118
DAMON,89,M,1016,B+,SIKH,219821,CHICKEN POX,ANDHRA PRADESH,523167
ZAMAAR,38,F,1293,AB+,SIKH,206077,BRAIN TUMOUR,HARYANA,126110
AEDIN,71,F,1190,AB-,SIKH,200276,HEART ATTACK,PUNJAB,143516
SOHAN,39,M,1397,B-,HINDU,220830,SWINE FLU,GUJARAT,392001
JERRY,90,F,1381,A-,SIKH,208629,RABIES,ANDHRA PRADESH,533262
EIHLI,92,M,1692,B+,SIKH,225210,HEPATITIS,ANDHRA PRADESH,522414
YANICK,91,M,1534,B-,SIKH,223503,MEASLES,ANDHRA PRADESH,535145
SAMBRID,62,F,1018,A-,SIKH,222409,DIARRHEA,UTTARAKHAND,248140
SAJJAD,42,M,1522,A-,SIKH,211780,DENGUE,BIHAR,801301
AMOS,58,M,1651,AB-,SIKH,200742,HEPATITIS,UTTAR PRADESH,273302
YANG,92,F,1320,O-,CHRISTIAN,229009,HEPATITIS,MAHARASHTRA,413218
RONIN,38,M,1655,AB+,MUSLIM,202770,CHOLERA,ANDHRA PRADESH,515701
AMRO,85,F,1694,AB-,HINDU,207514,JAUNDICE,PUNJAB,143504
EOIN,30,M,1017,O-,HINDU,225402,INFLUENZA,ANDHRA PRADESH,515414
